panel	sample	AA_ccd	AB_ccd	BB_ccd	NR_ccd
CONV	jx0710	0.995721271	0.803482587	0.723076923	0.792291221
CONV	jx0712	0.983832335	0.801652893	0.871428571	0.812933025
CONV	jx0718	0.991426822	0.767088608	0.866666667	0.782978723
CONV	jx0719	0.988710636	0.81556196	0.890410959	0.828571429
CONV	jx0720	0.992082826	0.810126582	0.848484848	0.815618221
CONV	jx0725	0.99026764	0.816377171	0.785714286	0.812636166
CONV	jx0726	0.989740495	0.825136612	0.8375	0.82735426
CONV	jx0727	0.987980769	0.772251309	0.859649123	0.783599089
CONV	jx0729	0.991473812	0.838383838	0.815384615	0.835140998
CONV	jx0731	0.987944545	0.796344648	0.803278689	0.797297297
CONV	jx0732	0.987226277	0.822055138	0.816666667	0.821350763
CONV	jx0733	0.990419162	0.792349727	0.820895522	0.796766744
CONV	jx0738	0.984375	0.797297297	0.84057971	0.804100228
CONV	jx0740	0.986593541	0.80620155	0.8	0.805194805
CONV	jx0742	0.98781231	0.812664908	0.903614458	0.829004329
CONV	jx0747	0.986634265	0.82160804	0.966101695	0.840262582
CONV	jx0748	0.984793187	0.808290155	0.808219178	0.808278867
CONV	jx0754	0.988372093	0.810741688	0.833333333	0.814498934
CONV	jx0759	0.991452991	0.81840796	0.841269841	0.821505376
CONV	jx0761	0.992727273	0.826315789	0.849315068	0.830022075
CONV	jx0762	0.991621783	0.841688654	0.849056604	0.842592593
CONV	jx0763	0.989589712	0.80798005	0.869565217	0.817021277
CONV	jx0769	0.987797437	0.792592593	0.813559322	0.795258621
CONV	jx0770	0.987257282	0.820895522	0.773584906	0.815384615
CONV	jx0771	0.99329677	0.82278481	0.865671642	0.829004329
CONV	jx0773	0.992284866	0.812154696	0.857142857	0.818181818
CONV	jx0781	0.989709443	0.835475578	0.887096774	0.842572062
CONV	jx0784	0.989596083	0.817330211	0.904761905	0.825159915
CONV	jx0786	0.988428745	0.814356436	0.912280702	0.826464208
CONV	jx0789	0.991666667	0.820936639	0.866666667	0.827423168
CONV	jx0792	0.992058644	0.779156328	0.80952381	0.783261803
CONV	jx0793	0.990769231	0.828431373	0.8	0.824267782
CONV	jx0796	0.989084294	0.821705426	0.820895522	0.821585903
CONV	jx0797	0.989317507	0.810055866	0.783333333	0.806220096
CONV	jx0798	0.987929994	0.833759591	0.872727273	0.838565022
CONV	jx0800	0.993804213	0.821515892	0.875	0.830265849
CONV	jx0801	0.993880049	0.812658228	0.837837838	0.81663113
CONV	jx0802	0.988519637	0.806615776	0.836363636	0.810267857
CONV	jx0808	0.988343558	0.803398058	0.868852459	0.811839323
CONV	jx0810	0.993373494	0.811827957	0.873239437	0.821670429
CONV	jx0812	0.993349456	0.849206349	0.802816901	0.841870824
CONV	jx0815	0.989044431	0.819338422	0.880597015	0.82826087
CONV	jx0816	0.992178099	0.85078534	0.779661017	0.841269841
CONV	jx0821	0.995633188	0.805555556	0.75	0.798
CONV	jx0825	0.988293284	0.788834951	0.852941176	0.797916667
CONV	jx0826	0.992678462	0.800492611	0.879310345	0.810344828
CONV	jx0829	0.987573964	0.835962145	0.8125	0.830508475
CONV	jx0837	0.991545894	0.802030457	0.886792453	0.812080537
CONV	jx0838	0.988066826	0.828254848	0.878787879	0.836065574
CONV	jx0842	0.989123867	0.840206186	0.766666667	0.830357143
CONV	jx0844	0.985436893	0.820253165	0.716666667	0.806593407
CONV	jx0846	0.992073171	0.8025	0.714285714	0.79049676
CONV	jx0847	0.988088148	0.792915531	0.736842105	0.785377358
CONV	jx0850	0.991561181	0.778920308	0.818181818	0.783783784
CONV	jx0851	0.989440994	0.82983683	0.84375	0.831643002
CONV	jx0852	0.993838571	0.793349169	0.847457627	0.8
CONV	jx0856	0.985074627	0.820855615	0.814814815	0.820093458
CONV	jx0859	0.987797437	0.771712159	0.901639344	0.788793103
CONV	jx0861	0.989110708	0.832898172	0.880597015	0.84
CONV	jx0864	0.995767836	0.835978836	0.802816901	0.830734967
CONV	jx0870	0.993887531	0.808290155	0.864197531	0.817987152
CONV	jx0872	0.992835821	0.816489362	0.807692308	0.815420561
CONV	jx0875	0.994528875	0.791878173	0.890625	0.805676856
CONV	jx0878	0.986896962	0.820224719	0.897058824	0.83254717
CONV	jx0879	0.994617225	0.826815642	0.876712329	0.835266821
CONV	jx0882	0.994578313	0.821052632	0.714285714	0.805869074
CONV	jx0884	0.990105133	0.797066015	0.87012987	0.808641975
CONV	jx0888	0.987249545	0.834605598	0.857142857	0.837719298
CONV	jx0890	0.992009834	0.828784119	0.808219178	0.825630252
CONV	jx0892	0.990178023	0.815461347	0.808219178	0.814345992
CONV	jx0893	0.994036971	0.798295455	0.851351351	0.807511737
CONV	jx0894	0.989940828	0.803519062	0.847222222	0.811138015
CONV	jx0895	0.990875912	0.787564767	0.876712329	0.801742919
CONV	jx0896	0.989608802	0.774683544	0.819444444	0.781584582
CONV	jx0897	0.986469865	0.816229117	0.879310345	0.823899371
CONV	jx0899	0.986444855	0.798053528	0.927536232	0.816666667
CONV	jx0900	0.992135511	0.806701031	0.822580645	0.808888889
CONV	jx0903	0.990074442	0.834123223	0.84057971	0.83503055
CONV	jx0904	0.989506173	0.815789474	0.907692308	0.82815735
CONV	jx0906	0.98920216	0.805333333	0.852459016	0.811926606
CONV	jx0909	0.991494532	0.810126582	0.774193548	0.805251641
CONV	jx0910	0.988379205	0.818877551	0.868421053	0.826923077
CONV	jx0912	0.987187309	0.806615776	0.85915493	0.814655172
CONV	jx0913	0.993846154	0.774509804	0.828571429	0.782426778
CONV	jx0914	0.986593541	0.784263959	0.897058824	0.800865801
CONV	jx0916	0.987973542	0.819121447	0.773584906	0.813636364
CONV	jx0918	0.99023795	0.742574257	0.9	0.762931034
CONV	jx0923	0.991530551	0.838196286	0.794520548	0.831111111
CONV	jx0926	0.991621783	0.783641161	0.830188679	0.789351852
CONV	jx0928	0.987076923	0.811320755	0.833333333	0.813807531
CONV	jx0930	0.987775061	0.773536896	0.918918919	0.796573876
CONV	jx0934	0.988449848	0.809895833	0.905405405	0.825327511
CONV	jx0936	0.989589712	0.827160494	0.784615385	0.821276596
CONV	jx0946	0.993906155	0.815189873	0.835820896	0.818181818
CONV	jx0985	0.985663082	0.823848238	0.866666667	0.82983683
CONV	jx0986	0.992583436	0.811904762	0.861538462	0.818556701
CONV	jx1009	0.989544895	0.817745803	0.8	0.815513627
CONV	jx1015	0.989163155	0.819672131	0.842105263	0.823529412
CONV	jx1017	0.990367249	0.797900262	0.901639344	0.812217195
CONV	jx1019	0.988379205	0.82160804	0.857142857	0.826923077
CONV	jx1021	0.989728097	0.828205128	0.75862069	0.819196429
CONV	jx1023	0.993935719	0.810606061	0.844827586	0.814977974
CONV	jx1026	0.99340132	0.778378378	0.833333333	0.786697248
CONV	jx1034	0.991510006	0.805194805	0.898550725	0.81938326
CONV	jx1036	0.990349819	0.788804071	0.865384615	0.797752809
CONV	jx1037	0.988314883	0.805288462	0.885245902	0.815513627
CONV	jx1038	0.986698912	0.788659794	0.868852459	0.799554566
CONV	jx1040	0.986326911	0.812641084	0.862745098	0.817813765
CONV	jx1041	0.98907767	0.806366048	0.858974359	0.815384615
CONV	jx1045	0.988882026	0.813602015	0.850574713	0.820247934
CONV	jx1047	0.990985577	0.787634409	0.850746269	0.797266515
CONV	jx1048	0.990931076	0.803867403	0.862068966	0.815144766
CONV	jx1051	0.99257885	0.814285714	0.893939394	0.825102881
CONV	jx1052	0.988435788	0.812182741	0.818181818	0.813043478
CONV	jx1053	0.994019139	0.812672176	0.897058824	0.825986079
CONV	jx1054	0.992647059	0.7960199	0.811594203	0.798301486
CONV	jx1056	0.990255786	0.840314136	0.82278481	0.837310195
CONV	jx1058	0.990332326	0.77393617	0.847222222	0.785714286
CONV	jx1059	0.990384615	0.791237113	0.843137255	0.797266515
CONV	jx1060	0.987871437	0.817948718	0.84375	0.821585903
CONV	jx1063	0.988491823	0.793010753	0.8375	0.800884956
CONV	jx1066	0.988477865	0.82152231	0.876712329	0.830396476
CONV	jx1067	0.993214065	0.820707071	0.860465116	0.82780083
CONV	jx1068	0.98970321	0.799479167	0.867647059	0.809734513
CONV	jx1070	0.989143546	0.810526316	0.861538462	0.817977528
CONV	jx1072	0.988357843	0.791154791	0.875	0.802547771
CONV	jx1074	0.987908102	0.804232804	0.774647887	0.799554566
CONV	jx1075	0.990373045	0.802110818	0.903225806	0.816326531
CONV	jx1076	0.987639061	0.801452785	0.819444444	0.804123711
CONV	jx1077	0.991044776	0.847025496	0.853333333	0.848130841
CONV	jx1078	0.99255121	0.805825243	0.925	0.825203252
CONV	jx1079	0.985637343	0.780748663	0.844827586	0.789351852
CONV	jx1080	0.990279465	0.801526718	0.84375	0.807439825
CONV	jx1081	0.995721271	0.751207729	0.849056604	0.762312634
CONV	jx1082	0.992722862	0.782967033	0.866666667	0.799559471
CONV	jx1084	0.99270073	0.821052632	0.848101266	0.825708061
CONV	jx1087	0.988697204	0.802292264	0.863013699	0.812796209
CONV	jx1088	0.991044776	0.777448071	0.89010989	0.801401869
CONV	jx1089	0.990952955	0.837696335	0.761904762	0.826966292
CONV	jx1091	0.992749245	0.802702703	0.833333333	0.808035714
CONV	jx1092	0.989044431	0.800518135	0.837837838	0.806521739
CONV	jx1094	0.990842491	0.845360825	0.792207792	0.83655914
CONV	jx1097	0.991540785	0.784615385	0.775862069	0.783482143
CONV	jx1099	0.986920333	0.840782123	0.857142857	0.843230404
CONV	jx1100	0.995145631	0.771794872	0.861538462	0.784615385
CONV	jx1103	0.995095034	0.793611794	0.846153846	0.800847458
CONV	jx1104	0.994522215	0.8	0.876923077	0.810869565
CONV	jx1105	0.992044064	0.786632391	0.775	0.784648188
CONV	jx1106	0.98970321	0.83033419	0.904761905	0.840707965
CONV	jx1108	0.991666667	0.796610169	0.811594203	0.799054374
CONV	jx1109	0.991556092	0.814713896	0.820512821	0.815730337
CONV	jx1113	0.988169365	0.816091954	0.887096774	0.824949698
CONV	jx1115	0.991646778	0.795640327	0.8	0.796252927
CONV	jx1116	0.98981426	0.816216216	0.859375	0.822580645
CONV	jx1117	0.989715668	0.825316456	0.854545455	0.828888889
CONV	jx1119	0.991097923	0.826347305	0.761904762	0.813397129
CONV	jx1120	0.986666667	0.796915167	0.828125	0.801324503
CONV	jx1121	0.989104116	0.8175	0.745098039	0.809312639
CONV	jx1122	0.988561108	0.825268817	0.828571429	0.825791855
CONV	jx1124	0.989051095	0.812967581	0.810344828	0.812636166
CONV	jx1125	0.987782529	0.819070905	0.789473684	0.815450644
CONV	jx1126	0.990343995	0.768831169	0.852459016	0.780269058
CONV	jx1127	0.992087645	0.805699482	0.810810811	0.806521739
CONV	jx1128	0.993214065	0.821002387	0.904761905	0.831950207
CONV	jx1130	0.988336403	0.828282828	0.858974359	0.833333333
CONV	jx1131	0.988031119	0.809264305	0.892307692	0.821759259
CONV	jx1132	0.990338164	0.765667575	0.9125	0.791946309
CONV	jx1133	0.99039039	0.806788512	0.781818182	0.803652968
CONV	jx1136	0.989266547	0.843575419	0.838235294	0.842723005
CONV	jx1137	0.992168675	0.797900262	0.887096774	0.810383747
CONV	jx1140	0.98969697	0.851174935	0.942857143	0.865342163
CONV	jx1144	0.987514863	0.801104972	0.847457627	0.80760095
CONV	jx1147	0.993377483	0.804878049	0.794520548	0.803167421
CONV	jx1148	0.987973542	0.791237113	0.884615385	0.802272727
CONV	jx1154	0.990996399	0.806970509	0.78125	0.803203661
CONV	jx1155	0.986826347	0.827956989	0.786885246	0.822170901
CONV	jx1157	0.990870359	0.815724816	0.849056604	0.819565217
CONV	jx1159	0.989247312	0.824468085	0.79245283	0.820512821
CONV	jx1161	0.984596426	0.8	0.85	0.80625
CONV	jx1162	0.987789988	0.8225	0.769230769	0.815053763
CONV	jx1163	0.989808153	0.803234501	0.859375	0.811494253
CONV	jx1164	0.990196078	0.79028133	0.8375	0.798301486
CONV	jx1165	0.985312118	0.812345679	0.84375	0.81663113
CONV	jx1166	0.98854041	0.80474934	0.818181818	0.806741573
CONV	jx1167	0.985445725	0.824324324	0.869047619	0.832599119
CONV	jx1168	0.989678203	0.810026385	0.805194805	0.809210526
CONV	jx1169	0.991432069	0.798543689	0.912280702	0.812366738
CONV	jx1171	0.993193069	0.798578199	0.846153846	0.804928131
CONV	jx1179	0.990424895	0.831491713	0.857142857	0.835648148
CONV	jx1180	0.98827884	0.811735941	0.890410959	0.823651452
CONV	jx1181	0.989374262	0.839181287	0.791044776	0.831295844
CONV	jx1182	0.987171655	0.822660099	0.883333333	0.830472103
CONV	jx1185	0.990717822	0.828009828	0.9125	0.841889117
CONV	jx1187	0.99026764	0.829145729	0.819672131	0.82788671
CONV	jx1188	0.990326481	0.783163265	0.859649123	0.792873051
CONV	jx1190	0.992182802	0.848404255	0.78125	0.838636364
CONV	jx1191	0.987387387	0.798365123	0.774647887	0.794520548
CONV	jx1192	0.989010989	0.795969773	0.852941176	0.804301075
CONV	jx1193	0.990936556	0.783505155	0.866666667	0.794642857
CONV	jx1195	0.988816951	0.813753582	0.854545455	0.819306931
CONV	jx1197	0.992766727	0.805405405	0.918918919	0.824324324
CONV	jx1199	0.991499696	0.829457364	0.855072464	0.833333333
CONV	jx1200	0.993393393	0.810880829	0.826923077	0.812785388
CONV	jx1201	0.98742515	0.813888889	0.849315068	0.819861432
CONV	jx1202	0.98981426	0.819407008	0.777777778	0.813364055
CONV	jx1203	0.992149758	0.770448549	0.823529412	0.77852349
CONV	jx1204	0.987692308	0.801452785	0.892307692	0.813807531
CONV	jx1205	0.990255786	0.798507463	0.813559322	0.800433839
CONV	jx1206	0.985773563	0.821529745	0.793650794	0.817307692
CONV	jx1207	0.991626794	0.801089918	0.84375	0.807424594
CONV	jx1208	0.989721886	0.8359375	0.830769231	0.83518931
CONV	jx1210	0.990255786	0.790575916	0.873417722	0.804772234
CONV	jx1213	0.990689013	0.786046512	0.741935484	0.780487805
CONV	jx1214	0.990914597	0.798387097	0.775	0.794247788
CONV	jx1215	0.987995198	0.800561798	0.864197531	0.812356979
CONV	jx1216	0.992718447	0.787401575	0.824324324	0.793406593
CONV	jx1217	0.98864994	0.779291553	0.85483871	0.79020979
CONV	jx1218	0.988442822	0.815104167	0.826666667	0.816993464
CONV	jx1219	0.989721886	0.774278215	0.867647059	0.788418708
CONV	jx1224	0.985756677	0.811428571	0.838235294	0.815789474
CONV	jx1225	0.992633517	0.799031477	0.868852459	0.808016878
CONV	jx1226	0.990243902	0.798969072	0.933333333	0.820734341
CONV	jx1228	0.994378513	0.795238095	0.865853659	0.806772908
CONV	jx1229	0.990814452	0.800995025	0.897058824	0.814893617
CONV	jx1235	0.989765202	0.849604222	0.841269841	0.84841629
CONV	jx1236	0.989057751	0.817948718	0.852941176	0.823144105
CONV	jx1238	0.986666667	0.82152231	0.833333333	0.823399558
CONV	jx1239	0.99031477	0.804568528	0.894736842	0.815964523
CONV	jx1240	0.98781231	0.813953488	0.84	0.818181818
CONV	jx1241	0.993284493	0.780361757	0.846153846	0.791397849
CONV	jx1242	0.992019644	0.780193237	0.783333333	0.780590717
CONV	jx1243	0.98962149	0.825436409	0.9375	0.840860215
CONV	jx1245	0.990630856	0.775462963	0.771428571	0.774900398
CONV	jx1246	0.993337371	0.814323607	0.893333333	0.827433628
CONV	jx1247	0.986469865	0.819306931	0.794520548	0.815513627
CONV	jx1248	0.986881336	0.825484765	0.923076923	0.840375587
CONV	jx1249	0.990285367	0.816120907	0.830508475	0.817982456
CONV	jx1250	0.989728097	0.818897638	0.805970149	0.816964286
CONV	jx1251	0.989709443	0.819587629	0.80952381	0.818181818
CONV	jx1253	0.983476132	0.823076923	0.873417722	0.831556503
CONV	jx1254	0.985576923	0.81462141	0.821428571	0.815489749
CONV	jx1256	0.990117356	0.812933025	0.803921569	0.811983471
CONV	jx1257	0.992740472	0.807594937	0.818181818	0.808888889
CONV	jx1260	0.990355636	0.804945055	0.8875	0.81981982
CONV	jx1261	0.990786241	0.800498753	0.824324324	0.804210526
CONV	jx1262	0.9933695	0.806366048	0.850746269	0.813063063
CONV	jx1263	0.993961353	0.834183673	0.763636364	0.825503356
CONV	jx1265	0.987163814	0.834183673	0.8	0.82869379
CONV	jx1266	0.990786241	0.811735941	0.833333333	0.814736842
CONV	jx1267	0.99580084	0.791891892	0.757575758	0.786697248
CONV	jx1269	0.990413421	0.862258953	0.802816901	0.852534562
CONV	jx1270	0.988861386	0.819753086	0.890243902	0.831622177
CONV	jx1274	0.989671932	0.82697201	0.828125	0.827133479
CONV	jx1278	0.9940012	0.784946237	0.75	0.779816514
CONV	jx1282	0.988629563	0.790322581	0.833333333	0.796296296
CONV	jx1284	0.99211165	0.808564232	0.913793103	0.821978022
CONV	jx1285	0.990931076	0.812820513	0.898305085	0.824053452
CONV	jx1286	0.987195122	0.857843137	0.909090909	0.863930886
CONV	jx1292	0.987900786	0.796296296	0.805555556	0.797777778
CONV	jx1293	0.988421694	0.833333333	0.861111111	0.837662338
CONV	jx1294	0.990279465	0.816831683	0.905660377	0.827133479
CONV	jx1295	0.989690722	0.795918367	0.774193548	0.792951542
CONV	jx1296	0.98820059	0.849431818	0.910714286	0.857843137
CONV	jx1297	0.987864078	0.81185567	0.850746269	0.817582418
CONV	jx1298	0.985932722	0.795	0.779411765	0.792735043
CONV	jx1299	0.990825688	0.772182254	0.803921569	0.775641026
CONV	jx1301	0.991606715	0.811023622	0.851851852	0.816091954
CONV	jx1302	0.988970588	0.837708831	0.807692308	0.834394904
CONV	jx1303	0.990870359	0.808353808	0.886792453	0.817391304
CONV	jx1304	0.994548758	0.815856777	0.836065574	0.818584071
CONV	jx1305	0.992601726	0.790361446	0.848484848	0.798336798
CONV	jx1306	0.985671642	0.818181818	0.888888889	0.827102804
CONV	jx1307	0.986634265	0.777506112	0.8125	0.781181619
CONV	jx1309	0.98700495	0.8	0.822580645	0.802874743
CONV	jx1310	0.991489362	0.830287206	0.8	0.825327511
CONV	jx1312	0.991540785	0.807486631	0.864864865	0.816964286
CONV	jx1316	0.989746683	0.802631579	0.769230769	0.797752809
CONV	jx1319	0.991990142	0.824817518	0.811594203	0.822916667
CONV	jx1320	0.99160168	0.777479893	0.761904762	0.775229358
CONV	jx1322	0.986714976	0.809399478	0.921875	0.825503356
CONV	jx1324	0.993180409	0.821686747	0.84	0.824489796
CONV	jx1326	0.988372093	0.84556962	0.783783784	0.835820896
CONV	jx1329	0.987318841	0.839050132	0.823529412	0.836689038
CONV	jx1330	0.984993998	0.802666667	0.838709677	0.80778032
CONV	jx1332	0.989090909	0.830287206	0.857142857	0.834437086
CONV	jx1333	0.988710636	0.83197832	0.882352941	0.838095238
CONV	jx1337	0.987379808	0.802702703	0.927536232	0.822323462
CONV	jx1338	0.989272944	0.807799443	0.742424242	0.797647059
CONV	jx1339	0.98854041	0.832417582	0.87654321	0.840449438
CONV	jx1340	0.99016595	0.85106383	0.886792453	0.855042017
CONV	jx1342	0.989037759	0.827586207	0.836363636	0.828633406
CONV	jx1343	0.986920333	0.795148248	0.88	0.805225653
CONV	jx1344	0.989272944	0.797900262	0.727272727	0.790588235
CONV	jx1345	0.990870359	0.805774278	0.848101266	0.813043478
CONV	jx1346	0.990969296	0.764542936	0.851851852	0.780542986
CONV	jx1348	0.991039427	0.804407713	0.893939394	0.818181818
CONV	jx1350	0.986731001	0.822942643	0.818181818	0.82247191
CONV	jx1352	0.992749245	0.787061995	0.818181818	0.792410714
CONV	jx1353	0.993972272	0.801061008	0.865671642	0.810810811
CONV	jx1355	0.985428051	0.850899743	0.820895522	0.846491228
CONV	jx1356	0.995765275	0.814070352	0.807692308	0.813333333
CONV	jx1357	0.988764045	0.820895522	0.766233766	0.810679612
CONV	jx1358	0.988137604	0.810584958	0.810344828	0.810551559
CONV	jx1359	0.98981426	0.811369509	0.787234043	0.80875576
CONV	jx1361	0.99144777	0.787341772	0.830985915	0.793991416
CONV	jx1362	0.987980769	0.796296296	0.819672131	0.799544419
CONV	jx1363	0.99266055	0.739348371	0.826086957	0.752136752
CONV	jx1364	0.991358025	0.779448622	0.845238095	0.790890269
CONV	jx1365	0.991525424	0.785900783	0.852941176	0.796008869
CONV	jx1368	0.987995198	0.803713528	0.85	0.81006865
CONV	jx1369	0.991504854	0.788029925	0.796296296	0.789010989
CONV	jx1370	0.992196879	0.828947368	0.877192982	0.835240275
CONV	jx1371	0.993957704	0.839050132	0.855072464	0.841517857
CONV	jx1372	0.988414634	0.8	0.808823529	0.801295896
CONV	jx1373	0.990208078	0.810945274	0.895522388	0.823027719
CONV	jx1374	0.986428131	0.813842482	0.777777778	0.809128631
CONV	jx1376	0.988463874	0.75862069	0.797468354	0.765350877
CONV	jx1377	0.989143546	0.811671088	0.852941176	0.817977528
CONV	jx1378	0.990752158	0.783333333	0.918032787	0.8004158
CONV	jx1379	0.989752863	0.788203753	0.915492958	0.808558559
CONV	jx1380	0.989071038	0.813953488	0.913043478	0.828947368
CONV	jx1381	0.989982322	0.82183908	0.879310345	0.830049261
CONV	jx1382	0.99092559	0.814536341	0.843137255	0.817777778
CONV	jx1383	0.984975962	0.795755968	0.903225806	0.810933941
CONV	jx1385	0.986634265	0.84	0.824561404	0.838074398
CONV	jx1386	0.989576947	0.803571429	0.875	0.815677966
CONV	jx1387	0.989570552	0.815	0.767123288	0.807610994
CONV	jx1388	0.990487515	0.76300578	0.893333333	0.786223278
CONV	jx1389	0.984194529	0.783505155	0.828571429	0.790393013
CONV	jx1390	0.990780578	0.805418719	0.842857143	0.81092437
CONV	jx1391	0.986035216	0.811557789	0.931034483	0.826754386
CONV	jx1392	0.987915408	0.778975741	0.844155844	0.790178571
CONV	jx1393	0.98827884	0.819248826	0.732142857	0.809128631
CONV	jx1394	0.99330493	0.810218978	0.836734694	0.813043478
CONV	jx1395	0.987171655	0.77970297	0.838709677	0.787553648
CONV	jx1397	0.991525424	0.790697674	0.84375	0.798226164
CONV	jx1398	0.992705167	0.79028133	0.835820896	0.796943231
CONV	jx1400	0.987357014	0.787958115	0.866666667	0.798642534
CONV	jx1402	0.991007194	0.803713528	0.827586207	0.806896552
CONV	jx1403	0.992682927	0.860349127	0.822580645	0.855291577
CONV	jx1404	0.988816951	0.814492754	0.847457627	0.819306931
CONV	jx1407	0.98981426	0.803191489	0.827586207	0.806451613
CONV	jx1408	0.987922705	0.809782609	0.784810127	0.805369128
